system_name,planet_name,period_days
Kepler-1722,Kepler-1722 b,9.178569794
Kepler-1073,Kepler-1073 d,2.504760027
HD 64121,HD 64121 b,623.0
K2-381,K2-381 b,7.9389334
K2-381,K2-381 d,26.803023
Kepler-1943,Kepler-1943 b,4.850180149
Kepler-1944,Kepler-1944 b,9.842579842
Kepler-1931,Kepler-1931 b,38.5760994
HD 69123,HD 69123 b,1193.3
Kepler-223,Kepler-223 e,19.72567
Kepler-1946,Kepler-1946 b,3.035190105
Kepler-1933,Kepler-1933 b,4.943290234
Kepler-1899,Kepler-1899 b,4.095779896
Kepler-394,Kepler-394 d,5.613580227
Kepler-196,Kepler-196 d,122.0800018
Kepler-529,Kepler-529 d,35.86619949
Kepler-1926,Kepler-1926 b,42.87770081
YZ Cet,YZ Cet c,3.05989
YZ Cet,YZ Cet b,2.02087
YZ Cet,YZ Cet d,4.65626
KOI-351,KOI-351 d,59.73667
Kepler-495,Kepler-495 c,5.896609783
Kepler-1728,Kepler-1728 b,4.782999992
Kepler-1729,Kepler-1729 b,4.220970154
Kepler-1730,Kepler-1730 b,13.81019974
Kepler-1972,Kepler-1972 b,7.54425
Kepler-1312,Kepler-1312 c,1.116119981
Kepler-501,Kepler-501 c,3.622760057
Kepler-1869,Kepler-1869 b,8.167360306
Kepler-1600,Kepler-1600 c,7.298049927
Kepler-1954,Kepler-1954 b,5.883430004
Kepler-1726,Kepler-1726 b,18.39629936
WASP-28,WASP-28 b,3.40883495
Kepler-1693,Kepler-1693 c,5.363709927
Kepler-1956,Kepler-1956 b,5.943719864
Kepler-1957,Kepler-1957 b,2.186619997
Kepler-1708,Kepler-1708 b,737.1131
Kepler-1705,Kepler-1705 c,11.28
Kepler-1960,Kepler-1960 b,2.297940016
Kepler-1958,Kepler-1958 b,9.328619957
Kepler-633,Kepler-633 c,23.78319931
Kepler-1711,Kepler-1711 b,21.06080055
Kepler-1705,Kepler-1705 b,9.03502
Kepler-1892,Kepler-1892 b,6.331230164
Kepler-1963,Kepler-1963 b,1.962260008
GJ 411,GJ 411 b,12.9394
K2-391,K2-391 b,4.622654
TOI-1670,TOI-1670 b,10.98462
Kepler-1656,Kepler-1656 c,1919.0
eps Eri,eps Eri b,2671.0
K2-370,K2-370 b,2.14084
K2-317,K2-317 b,6.22
Kepler-167,Kepler-167 e,1071.23205
K2-396,K2-396 b,0.673862
K2-318,K2-318 b,7.01
HD 28109,HD 28109 d,84.25999
Kepler-167,Kepler-167 d,21.80379
K2-398,K2-398 c,18.787839
K2-322,K2-322 b,8.205
Ross 508,Ross 508 b,10.77
TOI-712,TOI-712 c,51.69906
TOI-712,TOI-712 b,9.531361
K2-401,K2-401 b,6.293099
K2-325,K2-325 b,6.93
HD 83443,HD 83443 c,8241.0
K2-403,K2-403 b,33.589979
TOI-1227,TOI-1227 b,27.36397
K2-326,K2-326 b,1.256
TOI-1759,TOI-1759 b,18.85019
TOI-2136,TOI-2136 b,7.851928
TOI-3331 A,TOI-3331 A b,2.0180231
TOI-3540 A,TOI-3540 A b,3.119999
K2-406,K2-406 b,22.549406
CoRoT-36,CoRoT-36 b,5.616531
TOI-2421,TOI-2421 b,4.3474032
K2-407,K2-407 c,9.22453
K2-407,K2-407 b,4.941907
K2-408,K2-408 b,20.978959
Kepler-83,Kepler-83 c,20.09
GJ 3929,GJ 3929 c,15.04
TOI-2567,TOI-2567 b,5.983944
K2-374,K2-374 b,4.521953
K2-25,K2-25 b,3.48456408
TOI-2193 A,TOI-2193 A b,2.1225735
K2-212,K2-212 b,9.795647
K2-374,K2-374 c,16.43445
iot Dra,iot Dra c,25000.0
iot Dra,iot Dra b,510.8544
TOI-500,TOI-500 b,0.548177
K2-373,K2-373 b,11.02066
K2-365,K2-365 b,23.448172
TOI-4479,TOI-4479 b,1.1589
K2-379,K2-379 b,8.777247
K2-380,K2-380 b,9.401312
K2-384,K2-384 f,13.62749
K2-367,K2-367 b,20.645099
K2-366,K2-366 b,15.937039
K2-368,K2-368 b,5.025598
TOI-620,TOI-620 b,5.0988179
GJ 9066,GJ 9066 c,771.36
KOI-984,KOI-984 b,4.2881785
TOI-2081,TOI-2081 b,10.50534
K2-384,K2-384 c,4.194766
K2-369,K2-369 b,5.761612
TYC 2187-512-1,TYC 2187-512-1 b,691.9
TOI-1246,TOI-1246 b,4.30744
HD 260655,HD 260655 b,2.76953
K2-372,K2-372 b,9.844077
HIP 94235,HIP 94235 b,7.713057
HD 260655,HD 260655 c,5.70588
HD 33142,HD 33142 d,89.9
K2-394,K2-394 b,5.095717
TOI-216,TOI-216.02,17.16073
HD 19615,HD 19615 b,402.0
HD 174205,HD 174205 b,582.0
K2-388,K2-388 b,6.339069
HD 73583,HD 73583 b,6.398042
HD 73583,HD 73583 c,18.87974
HD 149806,HD 149806 b,16521.52778
HD 144899,HD 144899 b,40.43914
HD 151450,HD 151450 b,21.89288
GJ 2030,GJ 2030 c,25533.11353
HD 168443,HD 168443 b,58.11187
HD 156279,HD 156279 b,133.40355
HD 168443,HD 168443 c,1753.1096
GJ 676 A,GJ 676 A c,13921.42302
HD 72892,HD 72892 b,39.44603
HD 151450,HD 151450 c,18144.76236
HD 153557,HD 153557 c,15.27018
GJ 9714,GJ 9714 b,19240.75467
HD 169830,HD 169830 b,225.67372
HD 30177,HD 30177 c,12085.45186
HD 153557,HD 153557 d,40654.64809
HD 12235,HD 12235 b,4.36305
HD 203387,HD 203387 b,512.5352
HD 183263,HD 183263 c,4667.97841
HD 183263,HD 183263 b,624.87404
HD 204313,HD 204313 b,2041.11539
HD 27894,HD 27894 d,5019.54244
HD 156098,HD 156098 b,21.85849
HD 156098,HD 156098 c,7841.5839
HD 155918,HD 155918 c,17202.19446
HIP 19976,HIP 19976 b,50.65905
HIP 35965,HIP 35965 b,26125.56497
HD 181234,HD 181234 b,7593.40512
HD 168863,HD 168863 b,14773.93272
HIP 55507,HIP 55507 b,5138.43727
HD 27894,HD 27894 b,18.01939
HD 23596,HD 23596 b,1535.11912
HD 28185,HD 28185 b,385.52775
HD 125390,HD 125390 b,1757.39151
GJ 229,GJ 229 A c,121.93268
HD 190228,HD 190228 b,1143.59858
Kepler-787,Kepler-787 b,0.928310498
HD 30177,HD 30177 b,2514.53422
HD 38529,HD 38529 b,14.3099
HIP 56640,HIP 56640 b,2675.57603
HD 81817,HD 81817 b,1021.20159
HIP 90988,HIP 90988 b,455.73816
HD 205158,HD 205158 b,25.33798
HD 23472,HD 23472 c,29.79749
HD 23472,HD 23472 f,12.1621839
HD 4113,HD 4113 b,526.5239
HD 38529,HD 38529 c,2127.60566
HD 43197,HD 43197 b,308.92072
14 Her,HD 145675 c,15732.45889
HD 217786,HD 217786 c,2.52221
HD 217958,HD 217958 b,2560.19774
HD 190360,HD 190360 b,2854.0
HD 66428,HD 66428 b,2269.81726
HD 80869,HD 80869 b,1752.92067
HD 25912,HD 25912 b,41.83156
TOI-2048,TOI-2048 b,13.79019
HD 74156,HD 74156 b,51.63564
HD 73267,HD 73267 b,1257.99159
HD 74156,HD 74156 c,2448.48726
HD 105618,HD 105618 b,10.02245
HD 95544,HD 95544 b,2041.54152
HD 105618,HD 105618 c,77114.07158
HD 28185,HD 28185 c,17417.92079
LP 890-9,LP 890-9 c,8.457463
HD 7449,HD 7449 b,1270.55195
HD 109988,HD 109988 b,17132.15854
HD 43197,HD 43197 c,9295.9735
TOI-4137,TOI-4137 b,3.8016122
HD 8673,HD 8673 b,1644.69097
HD 111232,HD 111232 c,26472.44623
HD 62364,HD 62364 c,74839.94555
HD 106515 A,HD 106515 A b,3586.86089
HD 98649,HD 98649 b,5697.3043
HD 142,HD 142 c,10159.64279
HIP 8541,HD 11343 c,228.53731
14 Her,14 Her b,1765.0389
GJ 676 A,GJ 676 A d,3.60076
HD 219077,HD 219077 b,5478.68861
HD 125271,HD 125271 b,14901.99295
HD 127506,HD 127506 b,65.78395
HD 86065,HD 86065 b,25775.78859
HD 80913,HD 80913 b,10839.83341
HD 111232,HD 111232 b,1169.13202
HD 10697,HD 10697 b,1075.3799
HD 125612,HD 125612 b,557.69994
HD 113337,HD 113337 b,317.58639
HD 135872,HD 135872 b,2422.32597
HD 88072,HD 88072 b,18538.79293
HD 93351,HD 93351 b,2.45946
HD 125612,HD 125612 c,4.15466
HD 125612,HD 125612 d,2822.72698
HD 145934,HD 145934 b,2751.53433
HD 142,HD 142 A d,108.45299
HD 13724,HD 13724 c,142.22895
GJ 2030,GJ 2030 b,2.38129
HD 93351,HD 93351 c,14010.2941
HD 126614,HD 126614 b,1257.25303
HD 214823,HD 214823 b,1854.84424
HD 191806,HD 191806 b,1603.38923
HD 219828,HD 219828 c,4789.87297
TOI-2583 A,TOI-2583 A b,4.5207265
TOI-2587 A,TOI-2587 A b,5.45664
TOI-2096,TOI-2096 b,3.1190633
TOI-2096,TOI-2096 c,6.38784
K2-411,K2-411 b,3.2141
TOI-700,TOI-700 b,9.977219
TOI-2842,TOI-2842 b,3.5514058
HD 18438,HD 18438 b,803.0
TOI-4603,TOI-4603 b,7.24599
K2-413,K2-413 b,0.8094
K2-413,K2-413 c,5.3301
TOI-700,TOI-700 d,37.42396
TOI-2977,TOI-2977 b,2.3505614
K2-412,K2-412 b,5.9382
K2-414,K2-414 c,6.669
MASCARA-1,MASCARA-1 b,2.14877381
TOI-3688 A,TOI-3688 A b,3.246075
K2-136,K2-136 c,17.30713
HD 114082,HD 114082 b,109.75
TOI-3807,TOI-3807 b,2.8989727
K2-415,K2-415 b,4.0179694
VHS J125601.92-125723.9,VHS J125601.92-125723.9 b,5800000.0
TOI-1260,TOI-1260 b,3.127463
TOI-4342,TOI-4342 b,5.5382498
TOI-4087,TOI-4087 b,3.1774835
Kepler-68,Kepler-68 d,632.62
TOI-4463 A,TOI-4463 A b,2.8807198
K2-263,K2-263 b,50.818947
HD 109833,HD 109833 c,13.900148
HD 80653,HD 80653 b,0.719573
GJ 1002,GJ 1002 c,21.202
L 363-38,L 363-38 b,8.781
TOI-181,TOI-181 b,4.532
TOI-733,TOI-733 b,4.884765
HD 23472,HD 23472 e,7.90754
KOI-217,KOI-217 b,3.90512
TOI-1811,TOI-1811 b,3.7130765
TOI-5238,TOI-5238 b,4.872171
GJ 3090,GJ 3090 b,2.8531054
HD 167768,HD 167768 b,20.6532
HATS-54,HATS-54 b,2.5441765
TOI-2152,TOI-2152 A b,3.3773512
TOI-5542,TOI-5542 b,75.12375
NGTS-24,NGTS-24 b,3.4678796
TOI-2154,TOI-2154 b,3.8240801
TOI-2497,TOI-2497 b,10.655669
NGTS-25,NGTS-25 b,2.823093
TOI-277,TOI-277 b,3.994
Wolf 1069,Wolf 1069 b,15.564
TOI-836,TOI-836 c,8.59545
TOI-2338,TOI-2338 b,22.65398
KIC 3526061,KIC 3526061 b,3552.0
TOI-1695,TOI-1695 b,3.1342791
TOI-836,TOI-836 b,3.81673
TOI-1937 A,TOI-1937 A b,0.94667944
PZ Tel,PZ Tel b,44000.0
TOI-969,TOI-969 c,1700.0
HD 206893,HD 206893 c,2090.0
TOI-4184,TOI-4184 b,4.9019804
TOI-4010,TOI-4010 c,5.414654
GJ 367,GJ 367 c,11.5301
GJ 367,GJ 367 d,34.369
Kepler-323,Kepler-323 c,3.5538229
Kepler-20,Kepler-20 d,77.611455
TOI-5340,TOI-5340 b,4.9394392
TOI-4010,TOI-4010 b,1.348335
HN Lib,HN Lib b,36.116
TOI-1630,TOI-1630.01,12.055734733
TOI-2194,TOI-2194 b,15.337597
TOI-2459,TOI-2459 b,19.104718
GJ 649,GJ 649 b,600.1
TOI-4010,TOI-4010 e,762.0
GJ 849,GJ 849 b,1925.31
TOI-1052,TOI-1052 c,35.806
Kepler-107,Kepler-107 b,3.1800218
Kepler-37,Kepler-37 d,39.7922622
TOI-4308,TOI-4308 b,9.151201
GJ 328,GJ 328 b,3771.0
GJ 849,GJ 849 c,5990.0
Kepler-276,Kepler-276 c,31.884
Kepler-20,Kepler-20 f,19.578328
TOI-5803,TOI-5803 b,5.38305
BD-210397,BD-210397 b,1891.0
GJ 328,GJ 328 c,241.8
TOI-1470,TOI-1470 b,2.527093
TOI-1470,TOI-1470 c,18.08816
KOI-13,KOI-13 b,1.763588
HD 74698,HD 74698 c,3449.0
HD 94771,HD 94771 b,2164.0
HD 36384,HD 36384 b,490.0
Kepler-37,Kepler-37 b,13.36702
Kepler-68,Kepler-68 c,9.605027
HD 207496,HD 207496 b,6.441008
WASP-84,WASP-84 b,8.52349648
GJ 9404,GJ 9404 b,13.4586
HD 196050,HD 196050 b,1392.0
Kepler-1655,Kepler-1655 b,11.8728787
Kepler-1876,Kepler-1876 b,6.99205
TOI-5678,TOI-5678 b,47.73022
AF Lep,AF Lep b,8030.0
rho CrB,rho CrB b,39.8438
HD 6860,HD 6860 b,663.87
Kepler-323,Kepler-323 b,1.678328
HD 165131,HD 165131 b,2342.6
HD 89839,HD 89839 b,3441.0
rho CrB,rho CrB d,282.2
rho CrB,rho CrB e,12.949
Kepler-454,Kepler-454 b,10.5737534
TOI-1416,TOI-1416 b,1.0697568
K2-3,K2-3 c,24.646729
K2-3,K2-3 b,10.0546535
Kepler-277,Kepler-277 b,17.324
TOI-2095,TOI-2095 b,17.66484
K2-36,K2-36 b,1.422614
K2-417,K2-417 b,6.535
K2-3,K2-3 d,44.55603
K2-38,K2-38 c,10.56103
HD 3167,HD 3167 b,0.959641
K2-110,K2-110 b,13.86375
HD 22946,TOI-411 b,4.040295
HD 3167,HD 3167 c,29.8454
TOI-1221,TOI-1221 b,91.68278
TOI-4377,TOI-4377 b,4.378081
TOI-5293 A,TOI-5293 A b,2.930289
K2-141,K2-141 b,0.2803244
LP 791-18,LP 791-18 b,0.9479981
LP 791-18,LP 791-18 c,4.9899093
LHS 1815,LHS 1815 b,3.814334
Kepler-68,Kepler-68 b,5.39875259
WISE J033605.05-014350.4,WISE J033605.05-014350.4 b,2560.0
LP 791-18,LP 791-18 d,2.753436
TOI-1235,TOI-1235 b,3.444714
TOI-1634,TOI-1634 b,0.9893455
TOI-2641,TOI-2641 b,4.880974
WASP-193,WASP-193 b,6.2463345
Kepler-20,Kepler-20 e,6.0984882
DMPP-4,DMPP-4 b,3.4982
TOI-778,TOI-778 b,4.633611
K2-2016-BLG-0005L,K2-2016-BLG-0005L b,4700.0
TOI-2373,TOI-2373 b,13.33668
TOI-4438,TOI-4438 b,7.44628
HD 47366,HD 47366 c,677.53
TOI-199,TOI-199 c,273.69
HD 63433,HD 63433 d,4.209075
HD 104067,HD 104067 b,55.851
HD 190007,HD 190007 b,11.724128
TOI-4201,TOI-4201 b,3.5819194
TOI-5398,TOI-5398 b,10.590547
TOI-1853,TOI-1853 b,1.2436258
HIP 113103,HIP 113103 b,7.610303
TOI-5344,TOI-5344 b,3.792622
TOI-5398,TOI-5398 c,4.77271
HD 134606,HD 134606 b,12.089
gam Cep,gam Cep b,913.0
HIP 113103,HIP 113103 c,14.245648
Kepler-1513,Kepler-1513 b,160.8842
TOI-5126,TOI-5126 b,5.4588385
Kepler-1513,Kepler-1513 c,841.4
HD 134606,HD 134606 e,4.3203
Kepler-849,Kepler-849 b,394.62508
Kepler-553,Kepler-553 c,328.24017
6 Lyn,6 Lyn b,919.86
81 Cet,81 Cet b,1005.57
TOI-1801,TOI-1801 b,10.64387
TOI-5126,TOI-5126 c,17.8999
PH2,PH2 b,282.52542
Kepler-880,Kepler-880 b,7.71468975
HD 104985,HD 104985 b,199.68
eps Tau,eps Tau b,585.82
GJ 724,GJ 724 b,5.101284
HAT-P-65,HAT-P-65 b,2.60544751
TOI-1136,TOI-1136 e,18.801
HD 167042,HD 167042 b,417.67
HD 173416,HD 173416 b,322.03
HD 110067,HD 110067 b,9.113678
TOI-4641,TOI-4641 b,22.09341
HD 110067,HD 110067 c,13.673694
Wolf 327,Wolf 327 b,0.5734745
TOI-1136,TOI-1136 d,12.5199
HD 32518,HD 32518 b,157.35
HD 210702,HD 210702 b,355.5
HD 81688,HD 81688 b,183.93
CI Tau,CI Tau c,25.2
TOI-1994,TOI-1994 b,4.0337142
TOI-4515,TOI-4515 b,15.266446
TOI-1136,TOI-1136 f,26.321
kap CrB,kap CrB b,1253.68
xi Aql,xi Aql b,136.97
HD 88986,HD 88986 b,146.05
HD 110067,HD 110067 g,54.76992
LHS 1678,LHS 1678 b,0.8602325
M62H,M62H b,0.132935028
11 Com,11 Com b,323.21
AU Mic,AU Mic b,8.46308
AU Mic,AU Mic c,18.85969
GJ 9827,GJ 9827 b,1.208974
HD 44219,HD 44219 b,472.0
HD 5608,HD 5608 b,768.7
nu Oph,nu Oph c,3180.6
75 Cet,75 Cet b,696.62
AU Mic,AU Mic d,12.73596
NGC 2682 Sand 1429,NGC 2682 Sand 1429 b,77.48
HD 111998,HD 111998 b,810.0
HIP 70849,HIP 70849 b,3649.0
HD 114783,HD 114783 c,4352.0
omi UMa,omi UMa b,1569.81
TOI-2141,TOI-2141 b,18.26157
LTT 3780.00,LTT 3780 c,12.252284
TOI-1798,TOI-1798.01,8.021522331
HD 140901,HD 140901 c,14386.0
HD 4732,HD 4732 c,3184.2
HD 4732,HD 4732 b,371.74
ome Ser,ome Ser b,278.59
LHS 3154,LHS 3154 b,3.71778
Teegarden's Star,Teegarden's Star b,4.90634
Teegarden's Star,Teegarden's Star c,11.416
HIP 54597,HIP 54597 b,3274.0
HD 2952,HD 2952 b,312.08
TOI-544,TOI-544 c,50.089
TOI-2134,TOI-2134 b,9.2292005
TOI-544,TOI-544 b,1.548352
Teegarden's Star,Teegarden's Star d,26.13
TOI-1199,TOI-1199 b,3.671463
HD 75302,HD 75302 b,4356.0
HD 108202,HD 108202 b,2990.0
HD 208897,HD 208897 b,358.27
TOI-2134,TOI-2134 c,95.5
TOI-2010,TOI-2010 b,141.834025
24 Boo,24 Boo b,30.33
HD 47366,HD 47366 b,360.08
TOI-3919,TOI-3919 b,7.433234
TOI-4153,TOI-4153 b,4.6174141
TOI-1249,TOI-1249 b,13.079151
WASP-47,WASP-47 b,4.159151
TOI-4633,TOI-4633 c,271.9445
Kepler-305,Kepler-305 d,16.74
TOI-5232,TOI-5232 b,4.0966692
TOI-1269,TOI-1269 b,4.2529913
WASP-47,WASP-47 d,9.030501
TIC 46432937,TIC 46432937 b,1.44044527
TOI-762 A,TOI-762 A b,3.4716826
TOI-1294,TOI-1294 b,3.915292
TOI-1288,TOI-1288 b,2.6998279
Gliese 12,Gliese 12 b,12.761408
TOI-907,TOI-907.01,4.5849129
TOI-1410,TOI-1410.01,1.21687
TOI-1386,TOI-1386 b,25.8401
TOI-2447,TOI-2447 b,69.33684
TOI-3353,TOI-3353.01,4.6657965
HD 63433,HD 63433 c,20.543847
Kepler-25,Kepler-25 c,12.7207
TOI-776,TOI-776 c,15.665323
TOI-776,TOI-776 b,8.24662
TOI-5082,TOI-5082.01,4.240122
TOI-1807,TOI-1807 b,0.54937097
Kepler-100,Kepler-100 d,35.3331
TOI-1451,TOI-1451 b,16.537944
TOI-2076,TOI-2076 d,35.125686
TOI-3486,TOI-3486 b,2.21778105
BD-14 3065 A,BD-14 3065 b,4.2889731
HD 63935,HD 63935 b,9.058807
TOI-1694,TOI-1694 b,3.770107
TOI-4336 A,TOI-4336 A b,16.336334
SPECULOOS-3,SPECULOOS-3 b,0.71912603
TIC 139270665,TIC 139270665 b,23.624
HIP 56998,HD 101581 b,4.46569
TOI-2005,TOI-2005 b,17.305904
TOI-2031 A,TOI-2031 A b,5.71548654
Kepler-102,Kepler-102 b,5.286965
HIP 9618,HIP 9618 c,52.56363
TIC 139270665,TIC 139270665 c,1010.0
TOI-815,TOI-815 b,11.197259
TOI-1246,TOI-1246 d,18.654874
HD 6061,HD 6061 b,5.2549
TOI-5720,TOI-5720 b,1.4344555
TOI-1224,TOI-1224 b,4.1782745
TOI-1224,TOI-1224 c,17.945466
TOI-1246,TOI-1246 e,37.92548
TOI-238,TOI-238 b,1.273114
KOI-2513,KOI-2513.01,19.00547
TOI-871,TOI-871 b,14.362565
TOI-6086,TOI-6086 b,1.3888725
HD 48948,HD 48948 c,38.06
HD 48948,HD 48948 b,7.34013
TOI-1710,TOI-1710 b,24.283377
Kepler-1009,Kepler-1009 b,11.35011917
WASP-76,WASP-76 b,1.80988198
HIP 8152,HIP 8152 b,10.751014
Kepler-342,Kepler-342 b,15.170318
HD 73344,HD 73344 b,15.611
TOI-3261,TOI-3261 b,0.8831331
HIP 8152,HIP 8152 c,19.60562
TOI-329,TOI-329 b,5.70439
HIP 39017,HIP 39017 b,31000.0
Kepler-984,Kepler-984 b,43.0342272
TOI-2107,TOI-2107 b,2.4545467
TOI-3877,TOI-3877 b,4.123596
TOI-480,TOI-480 b,6.866196
TOI-3321,TOI-3321 b,3.6525145
TOI-3894,TOI-3894 b,4.33454
TOI-669,TOI-669 b,3.945152
Kepler-48,Kepler-48 f,5219.681854
TOI-5713,TOI-5713 b,10.441989
TOI-1184,TOI-1184 b,5.748433803
TOI-1244,TOI-1244 b,6.400316483
TOI-757,TOI-757 b,17.46819
Kepler-1979,Kepler-1979 b,18.5084526
TOI-1437,TOI-1437 b,18.840942
HD 183579,HD 183579 b,17.471291
K2-203,K2-203 b,9.6952
TOI-6651,TOI-6651 b,5.056973
HD 135694,HD 135694 b,15.923475568
TOI-1301,TOI-1301.01,6.096407209
TOI-421,TOI-421 b,5.197576
KOI-1783,KOI-1783.01,134.4628
HIP 67522,HIP 67522 b,6.9594731
K2-211,K2-211 b,0.669561
Kepler-315,Kepler-315 b,96.101141
TOI-2420,TOI-2420 b,5.842641
HIP 116454,HIP 116454 b,9.1004157
K2-226,K2-226 b,3.27109
TOI-1659,TOI-1659.01,5.877556328
TOI-1338 A,TOI-1338 c,215.79
TOI-2485,TOI-2485 b,11.23479
GJ 9827,GJ 9827 d,6.20183
K2-147,K2-147 b,0.961939
TOI-1130,TOI-1130 c,8.3501898
eps Ind A,eps Ind A b,16510.0
K2-237,K2-237 b,2.18053332
K2-250,K2-250 b,4.01392
TOI-4379,TOI-4379 b,3.25352
HD 81040,HD 81040 b,1004.7
HD 132406,HD 132406 b,908.0
K2-260,K2-260 b,2.62669762
TOI-2211,TOI-2211.01,3.092686757
TOI-1799,TOI-1799 b,7.094570865
TOI-4638,TOI-4638.01,10.283918787
TOI-6029,TOI-6029 b,5.7987
KELT-24,KELT-24 b,5.55149296
K2-321,K2-321 b,2.2979749
K2-167,K2-167 b,9.978541
TOI-1782,TOI-1782.02,1.829024227
TOI-2529,TOI-2529 b,64.5949
TOI-3568,TOI-3568 b,4.417965
K2-57,K2-57 b,9.0073
K2-265,K2-265 b,2.36902
Kepler-48,Kepler-48 c,9.67395
TOI-5634 A,TOI-5634 A b,2.2035373
TOI-5616,TOI-5616 b,2.002849
TOI-6034,TOI-6034 b,2.576184
L 168-9,L 168-9 b,1.40152604
K2-77,K2-77 b,8.2000844
TOI-1772,TOI-1772.01,8.054246874
HD 11506,HD 11506 b,1617.7
TOI-1453,TOI-1453 b,4.3135225
K2-97,K2-97 b,8.407115
K2-180,K2-180 b,8.865663
TOI-2169 A,TOI-2169 A b,8.2148282
HD 75898,HD 75898 c,6717.0
TOI-2986,TOI-2986 b,3.2783662
GJ 486,GJ 486 b,1.46712127
K2-182,K2-182 b,4.7369696
K2-181,K2-181 b,6.893813
TOI-1824,TOI-1824 b,22.808533
Kepler-879,Kepler-879 c,0.646716
TOI-3884,TOI-3884 b,4.5445828
K2-114,K2-114 b,11.390931
K2-98,K2-98 b,10.1367349
TOI-2019,TOI-2019 b,15.3444
KOI-4978,KOI-4978 b,0.941967
TOI-2379,TOI-2379 b,5.4693827
COCONUTS-2 A,COCONUTS-2 b,402000000.0
K2-115,K2-115 b,20.2729914
K2-277,K2-277 b,6.326768
TOI-2145,TOI-2145 b,10.261127
HD 222237,HD 222237 b,14892.0
TOI-2714,TOI-2714 b,2.499387
TOI-2274,TOI-2274 b,2.67963
HD 86728,HD 86728 b,31.1515
Kepler-85,Kepler-85 b,8.3
TOI-2981,TOI-2981 b,3.601501
TOI-5319,TOI-5319 b,4.07853
TOI-1180,TOI-1180 b,9.686760378
TOI-1386,TOI-1386 c,232.0
HD 35843,HD 35843 c,46.9622
TOI-4504,TOI-4504 c,82.97213
K2-99,K2-99 b,18.24783
EPIC 220674823,EPIC 220674823 b,0.5713127
ZTF J1230-2655,ZTF J1230-2655 b,0.23597766
Kepler-1152,Kepler-1152 b,1.646801908
TOI-4504,TOI-4504 b,2.42614
TOI-4504,TOI-4504 d,40.5634
EPIC 220674823,EPIC 220674823 c,13.33989
TOI-1803,TOI-1803 c,12.885779
TOI-6016,TOI-6016 b,4.023687
TOI-561,TOI-561 d,25.71268
TOI-1478,TOI-1478 b,10.1802117
TOI-1803,TOI-1803 b,6.293287
TOI-6130,TOI-6130 b,2.392679
TOI-5108,TOI-5108 b,6.753581
HAT-P-11,HAT-P-11 b,4.888
GJ 1289,GJ 1289 b,111.74
Barnard's star,Barnard d,2.3402
WASP-77 A,WASP-77 A b,1.360029395
HIP 67851,HIP 67851 b,89.23
TOI-2886,TOI-2886 b,1.60200105
TOI-5786,TOI-5786 b,12.779107
HR 858,HR 858 b,3.585287
WASP-195,WASP-195 b,5.051928
WASP-116,WASP-116 b,6.6132
HD 87816,HD 87816 c,7596.0
HD 94890,HD 94890 b,824.61
HD 73344,HD 73344 c,65.94
TOI-2328,TOI-2328 b,17.10197
TRAPPIST-1,TRAPPIST-1 c,2.421937
HD 73344,HD 73344 d,5823.0
TOI-5027,TOI-5027 b,10.24368
WASP-155,WASP-155 b,3.110413
WASP-102,WASP-102 b,2.709813
TIC 434398831,TIC 434398831 b,3.685504
EPIC 201595106,K2-360 c,9.79692
GJ 581,GJ 581 b,5.3686
TOI-6628,TOI-6628 b,18.18424
GJ 581,GJ 581 c,12.9211
TOI-2202,TOI-2202 b,11.9126075
HD 94890,HD 94890 c,2492.19
HD 20794,HD 20794 b,18.314
WASP-132,WASP-132 d,1816.6
GJ 581,GJ 581 e,3.1481
WASP-131,WASP-131 b,5.3220125
WASP-106,WASP-106 b,9.28969
Kepler-58,Kepler-58 c,15.5741568
TOI-6695,TOI-6695 b,80.389
Gl 725 A,Gl 725 A b,11.2201
TOI-3160 A,TOI-3160 A b,3.971281
HD 39091,pi Men c,6.267852
TOI-3523 A,TOI-3523 A b,2.30458952
G 268-110,G 268-110 b,1.43263
TOI-6054,TOI-6054.01,7.492991423
HD 15337,HD 15337 b,4.7559804
TOI-2443,TOI-2443 b,15.66858
G 192-15,G 192-15 c,1219.0
G 192-15,G 192-15 b,2.27476
G 261-6,G 261-6 b,5.4536
TOI-2458,TOI-2458 b,3.73659
TOI-6054,TOI-6054.02,12.574998029
HD 15337,HD 15337 c,17.180546
TOI-3493,TOI-3493 b,8.1594667
Kepler-105,Kepler-105 b,5.4122034
TOI-3856,TOI-3856 b,2.04360352
TOI-2015,TOI-2015 b,3.348237
TOI-1266,TOI-1266 d,32.509
OGLE-2016-BLG-0007L,OGLE-2016-BLG-0007L b,14200.0
TOI-4994,TOI-4994 b,21.491984
TOI-406,TOI-406.01,13.175682
TOI-2537,TOI-2537 b,94.1022
TOI-5076,TOI-5076 b,23.443162
GJ 3998,GJ 3998 c,13.727
GJ 3998,GJ 3998 d,41.78
TOI-771,TOI-771 b,2.3260155
TOI-406,TOI-406 c,3.307441
TOI-2295,TOI-2295 c,966.5
TOI-677,TOI-677 b,11.2365985
K2-157,K2-157 c,25.942
K2-178,K2-178 b,8.747818
TOI-5688 A,TOI-5688 A b,2.94815527
TOI-6383 A,TOI-6383 A b,1.79058695
K2-99,K2-99 c,522.2
TOI-2537,TOI-2537 c,1920.0
K2-270,K2-270 b,1.543069
Kepler-184,Kepler-184 d,29.022358
